KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.32.tips.3,"Следите за ощущениями в задней поверхности бедра",=GOOGLETRANSLATE(B66;"ru";"pl"),=GOOGLETRANSLATE(B66;"ru";"sv"),=GOOGLETRANSLATE(B66;"ru";"cs"),=GOOGLETRANSLATE(B66;"ru";"sk"),=GOOGLETRANSLATE(B66;"ru";"fi"),=GOOGLETRANSLATE(B66;"ru";"it"),=GOOGLETRANSLATE(B66;"ru";"de"),=GOOGLETRANSLATE(B66;"ru";"fr")

exercises.items.33.title,"Растяжка икроножных мышц",=GOOGLETRANSLATE(B68;"ru";"pl"),=GOOGLETRANSLATE(B68;"ru";"sv"),=GOOGLETRANSLATE(B68;"ru";"cs"),=GOOGLETRANSLATE(B68;"ru";"sk"),=GOOGLETRANSLATE(B68;"ru";"fi"),=GOOGLETRANSLATE(B68;"ru";"it"),=GOOGLETRANSLATE(B68;"ru";"de"),=GOOGLETRANSLATE(B68;"ru";"fr")
exercises.items.33.instructions.0,"Встаньте лицом к стене",=GOOGLETRANSLATE(B69;"ru";"pl"),=GOOGLETRANSLATE(B69;"ru";"sv"),=GOOGLETRANSLATE(B69;"ru";"cs"),=GOOGLETRANSLATE(B69;"ru";"sk"),=GOOGLETRANSLATE(B69;"ru";"fi"),=GOOGLETRANSLATE(B69;"ru";"it"),=GOOGLETRANSLATE(B69;"ru";"de"),=GOOGLETRANSLATE(B69;"ru";"fr")
exercises.items.33.instructions.1,"Поставьте одну ногу вперед, другую назад",=GOOGLETRANSLATE(B70;"ru";"pl"),=GOOGLETRANSLATE(B70;"ru";"sv"),=GOOGLETRANSLATE(B70;"ru";"cs"),=GOOGLETRANSLATE(B70;"ru";"sk"),=GOOGLETRANSLATE(B70;"ru";"fi"),=GOOGLETRANSLATE(B70;"ru";"it"),=GOOGLETRANSLATE(B70;"ru";"de"),=GOOGLETRANSLATE(B70;"ru";"fr")
exercises.items.33.instructions.2,"Опустите пятку задней ноги на пол",=GOOGLETRANSLATE(B71;"ru";"pl"),=GOOGLETRANSLATE(B71;"ru";"sv"),=GOOGLETRANSLATE(B71;"ru";"cs"),=GOOGLETRANSLATE(B71;"ru";"sk"),=GOOGLETRANSLATE(B71;"ru";"fi"),=GOOGLETRANSLATE(B71;"ru";"it"),=GOOGLETRANSLATE(B71;"ru";"de"),=GOOGLETRANSLATE(B71;"ru";"fr")
exercises.items.33.instructions.3,"Наклонитесь вперед, растягивая икры",=GOOGLETRANSLATE(B72;"ru";"pl"),=GOOGLETRANSLATE(B72;"ru";"sv"),=GOOGLETRANSLATE(B72;"ru";"cs"),=GOOGLETRANSLATE(B72;"ru";"sk"),=GOOGLETRANSLATE(B72;"ru";"fi"),=GOOGLETRANSLATE(B72;"ru";"it"),=GOOGLETRANSLATE(B72;"ru";"de"),=GOOGLETRANSLATE(B72;"ru";"fr")
exercises.items.33.instructions.4,"Поменяйте ноги и повторите",=GOOGLETRANSLATE(B73;"ru";"pl"),=GOOGLETRANSLATE(B73;"ru";"sv"),=GOOGLETRANSLATE(B73;"ru";"cs"),=GOOGLETRANSLATE(B73;"ru";"sk"),=GOOGLETRANSLATE(B73;"ru";"fi"),=GOOGLETRANSLATE(B73;"ru";"it"),=GOOGLETRANSLATE(B73;"ru";"de"),=GOOGLETRANSLATE(B73;"ru";"fr")
exercises.items.33.tips.0,"Держите заднюю ногу прямой",=GOOGLETRANSLATE(B74;"ru";"pl"),=GOOGLETRANSLATE(B74;"ru";"sv"),=GOOGLETRANSLATE(B74;"ru";"cs"),=GOOGLETRANSLATE(B74;"ru";"sk"),=GOOGLETRANSLATE(B74;"ru";"fi"),=GOOGLETRANSLATE(B74;"ru";"it"),=GOOGLETRANSLATE(B74;"ru";"de"),=GOOGLETRANSLATE(B74;"ru";"fr")
exercises.items.33.tips.1,"Не отрывайте пятку от пола",=GOOGLETRANSLATE(B75;"ru";"pl"),=GOOGLETRANSLATE(B75;"ru";"sv"),=GOOGLETRANSLATE(B75;"ru";"cs"),=GOOGLETRANSLATE(B75;"ru";"sk"),=GOOGLETRANSLATE(B75;"ru";"fi"),=GOOGLETRANSLATE(B75;"ru";"it"),=GOOGLETRANSLATE(B75;"ru";"de"),=GOOGLETRANSLATE(B75;"ru";"fr")
exercises.items.33.tips.2,"Растягивайтесь плавно",=GOOGLETRANSLATE(B76;"ru";"pl"),=GOOGLETRANSLATE(B76;"ru";"sv"),=GOOGLETRANSLATE(B76;"ru";"cs"),=GOOGLETRANSLATE(B76;"ru";"sk"),=GOOGLETRANSLATE(B76;"ru";"fi"),=GOOGLETRANSLATE(B76;"ru";"it"),=GOOGLETRANSLATE(B76;"ru";"de"),=GOOGLETRANSLATE(B76;"ru";"fr")
exercises.items.33.tips.3,"Выполняйте для обеих ног",=GOOGLETRANSLATE(B77;"ru";"pl"),=GOOGLETRANSLATE(B77;"ru";"sv"),=GOOGLETRANSLATE(B77;"ru";"cs"),=GOOGLETRANSLATE(B77;"ru";"sk"),=GOOGLETRANSLATE(B77;"ru";"fi"),=GOOGLETRANSLATE(B77;"ru";"it"),=GOOGLETRANSLATE(B77;"ru";"de"),=GOOGLETRANSLATE(B77;"ru";"fr")

exercises.items.34.title,"Растяжка грудных мышц",=GOOGLETRANSLATE(B79;"ru";"pl"),=GOOGLETRANSLATE(B79;"ru";"sv"),=GOOGLETRANSLATE(B79;"ru";"cs"),=GOOGLETRANSLATE(B79;"ru";"sk"),=GOOGLETRANSLATE(B79;"ru";"fi"),=GOOGLETRANSLATE(B79;"ru";"it"),=GOOGLETRANSLATE(B79;"ru";"de"),=GOOGLETRANSLATE(B79;"ru";"fr")
exercises.items.34.instructions.0,"Встаньте в дверном проеме",=GOOGLETRANSLATE(B80;"ru";"pl"),=GOOGLETRANSLATE(B80;"ru";"sv"),=GOOGLETRANSLATE(B80;"ru";"cs"),=GOOGLETRANSLATE(B80;"ru";"sk"),=GOOGLETRANSLATE(B80;"ru";"fi"),=GOOGLETRANSLATE(B80;"ru";"it"),=GOOGLETRANSLATE(B80;"ru";"de"),=GOOGLETRANSLATE(B80;"ru";"fr")
exercises.items.34.instructions.1,"Поставьте руки на косяки двери",=GOOGLETRANSLATE(B81;"ru";"pl"),=GOOGLETRANSLATE(B81;"ru";"sv"),=GOOGLETRANSLATE(B81;"ru";"cs"),=GOOGLETRANSLATE(B81;"ru";"sk"),=GOOGLETRANSLATE(B81;"ru";"fi"),=GOOGLETRANSLATE(B81;"ru";"it"),=GOOGLETRANSLATE(B81;"ru";"de"),=GOOGLETRANSLATE(B81;"ru";"fr")
exercises.items.34.instructions.2,"Сделайте шаг вперед",=GOOGLETRANSLATE(B82;"ru";"pl"),=GOOGLETRANSLATE(B82;"ru";"sv"),=GOOGLETRANSLATE(B82;"ru";"cs"),=GOOGLETRANSLATE(B82;"ru";"sk"),=GOOGLETRANSLATE(B82;"ru";"fi"),=GOOGLETRANSLATE(B82;"ru";"it"),=GOOGLETRANSLATE(B82;"ru";"de"),=GOOGLETRANSLATE(B82;"ru";"fr")
exercises.items.34.instructions.3,"Почувствуйте растяжение в груди",=GOOGLETRANSLATE(B83;"ru";"pl"),=GOOGLETRANSLATE(B83;"ru";"sv"),=GOOGLETRANSLATE(B83;"ru";"cs"),=GOOGLETRANSLATE(B83;"ru";"sk"),=GOOGLETRANSLATE(B83;"ru";"fi"),=GOOGLETRANSLATE(B83;"ru";"it"),=GOOGLETRANSLATE(B83;"ru";"de"),=GOOGLETRANSLATE(B83;"ru";"fr")
exercises.items.34.instructions.4,"Удерживайте растяжку 30 секунд",=GOOGLETRANSLATE(B84;"ru";"pl"),=GOOGLETRANSLATE(B84;"ru";"sv"),=GOOGLETRANSLATE(B84;"ru";"cs"),=GOOGLETRANSLATE(B84;"ru";"sk"),=GOOGLETRANSLATE(B84;"ru";"fi"),=GOOGLETRANSLATE(B84;"ru";"it"),=GOOGLETRANSLATE(B84;"ru";"de"),=GOOGLETRANSLATE(B84;"ru";"fr")
exercises.items.34.tips.0,"Не перенапрягайте плечи",=GOOGLETRANSLATE(B85;"ru";"pl"),=GOOGLETRANSLATE(B85;"ru";"sv"),=GOOGLETRANSLATE(B85;"ru";"cs"),=GOOGLETRANSLATE(B85;"ru";"sk"),=GOOGLETRANSLATE(B85;"ru";"fi"),=GOOGLETRANSLATE(B85;"ru";"it"),=GOOGLETRANSLATE(B85;"ru";"de"),=GOOGLETRANSLATE(B85;"ru";"fr")
exercises.items.34.tips.1,"Дышите глубоко",=GOOGLETRANSLATE(B86;"ru";"pl"),=GOOGLETRANSLATE(B86;"ru";"sv"),=GOOGLETRANSLATE(B86;"ru";"cs"),=GOOGLETRANSLATE(B86;"ru";"sk"),=GOOGLETRANSLATE(B86;"ru";"fi"),=GOOGLETRANSLATE(B86;"ru";"it"),=GOOGLETRANSLATE(B86;"ru";"de"),=GOOGLETRANSLATE(B86;"ru";"fr")
exercises.items.34.tips.2,"Растягивайтесь постепенно",=GOOGLETRANSLATE(B87;"ru";"pl"),=GOOGLETRANSLATE(B87;"ru";"sv"),=GOOGLETRANSLATE(B87;"ru";"cs"),=GOOGLETRANSLATE(B87;"ru";"sk"),=GOOGLETRANSLATE(B87;"ru";"fi"),=GOOGLETRANSLATE(B87;"ru";"it"),=GOOGLETRANSLATE(B87;"ru";"de"),=GOOGLETRANSLATE(B87;"ru";"fr")
exercises.items.34.tips.3,"Следите за ощущениями",=GOOGLETRANSLATE(B88;"ru";"pl"),=GOOGLETRANSLATE(B88;"ru";"sv"),=GOOGLETRANSLATE(B88;"ru";"cs"),=GOOGLETRANSLATE(B88;"ru";"sk"),=GOOGLETRANSLATE(B88;"ru";"fi"),=GOOGLETRANSLATE(B88;"ru";"it"),=GOOGLETRANSLATE(B88;"ru";"de"),=GOOGLETRANSLATE(B88;"ru";"fr")

exercises.items.35.title,"Растяжка трицепсов",=GOOGLETRANSLATE(B90;"ru";"pl"),=GOOGLETRANSLATE(B90;"ru";"sv"),=GOOGLETRANSLATE(B90;"ru";"cs"),=GOOGLETRANSLATE(B90;"ru";"sk"),=GOOGLETRANSLATE(B90;"ru";"fi"),=GOOGLETRANSLATE(B90;"ru";"it"),=GOOGLETRANSLATE(B90;"ru";"de"),=GOOGLETRANSLATE(B90;"ru";"fr")
exercises.items.35.instructions.0,"Поднимите одну руку вверх",=GOOGLETRANSLATE(B91;"ru";"pl"),=GOOGLETRANSLATE(B91;"ru";"sv"),=GOOGLETRANSLATE(B91;"ru";"cs"),=GOOGLETRANSLATE(B91;"ru";"sk"),=GOOGLETRANSLATE(B91;"ru";"fi"),=GOOGLETRANSLATE(B91;"ru";"it"),=GOOGLETRANSLATE(B91;"ru";"de"),=GOOGLETRANSLATE(B91;"ru";"fr")
exercises.items.35.instructions.1,"Согните руку в локте за головой",=GOOGLETRANSLATE(B92;"ru";"pl"),=GOOGLETRANSLATE(B92;"ru";"sv"),=GOOGLETRANSLATE(B92;"ru";"cs"),=GOOGLETRANSLATE(B92;"ru";"sk"),=GOOGLETRANSLATE(B92;"ru";"fi"),=GOOGLETRANSLATE(B92;"ru";"it"),=GOOGLETRANSLATE(B92;"ru";"de"),=GOOGLETRANSLATE(B92;"ru";"fr")
exercises.items.35.instructions.2,"Другой рукой потяните локоть вниз",=GOOGLETRANSLATE(B93;"ru";"pl"),=GOOGLETRANSLATE(B93;"ru";"sv"),=GOOGLETRANSLATE(B93;"ru";"cs"),=GOOGLETRANSLATE(B93;"ru";"sk"),=GOOGLETRANSLATE(B93;"ru";"fi"),=GOOGLETRANSLATE(B93;"ru";"it"),=GOOGLETRANSLATE(B93;"ru";"de"),=GOOGLETRANSLATE(B93;"ru";"fr")
exercises.items.35.instructions.3,"Почувствуйте растяжение трицепса",=GOOGLETRANSLATE(B94;"ru";"pl"),=GOOGLETRANSLATE(B94;"ru";"sv"),=GOOGLETRANSLATE(B94;"ru";"cs"),=GOOGLETRANSLATE(B94;"ru";"sk"),=GOOGLETRANSLATE(B94;"ru";"fi"),=GOOGLETRANSLATE(B94;"ru";"it"),=GOOGLETRANSLATE(B94;"ru";"de"),=GOOGLETRANSLATE(B94;"ru";"fr")
exercises.items.35.instructions.4,"Поменяйте руки и повторите",=GOOGLETRANSLATE(B95;"ru";"pl"),=GOOGLETRANSLATE(B95;"ru";"sv"),=GOOGLETRANSLATE(B95;"ru";"cs"),=GOOGLETRANSLATE(B95;"ru";"sk"),=GOOGLETRANSLATE(B95;"ru";"fi"),=GOOGLETRANSLATE(B95;"ru";"it"),=GOOGLETRANSLATE(B95;"ru";"de"),=GOOGLETRANSLATE(B95;"ru";"fr")
exercises.items.35.tips.0,"Не делайте резких движений",=GOOGLETRANSLATE(B96;"ru";"pl"),=GOOGLETRANSLATE(B96;"ru";"sv"),=GOOGLETRANSLATE(B96;"ru";"cs"),=GOOGLETRANSLATE(B96;"ru";"sk"),=GOOGLETRANSLATE(B96;"ru";"fi"),=GOOGLETRANSLATE(B96;"ru";"it"),=GOOGLETRANSLATE(B96;"ru";"de"),=GOOGLETRANSLATE(B96;"ru";"fr")
exercises.items.35.tips.1,"Растягивайтесь плавно",=GOOGLETRANSLATE(B97;"ru";"pl"),=GOOGLETRANSLATE(B97;"ru";"sv"),=GOOGLETRANSLATE(B97;"ru";"cs"),=GOOGLETRANSLATE(B97;"ru";"sk"),=GOOGLETRANSLATE(B97;"ru";"fi"),=GOOGLETRANSLATE(B97;"ru";"it"),=GOOGLETRANSLATE(B97;"ru";"de"),=GOOGLETRANSLATE(B97;"ru";"fr")
exercises.items.35.tips.2,"Дышите равномерно",=GOOGLETRANSLATE(B98;"ru";"pl"),=GOOGLETRANSLATE(B98;"ru";"sv"),=GOOGLETRANSLATE(B98;"ru";"cs"),=GOOGLETRANSLATE(B98;"ru";"sk"),=GOOGLETRANSLATE(B98;"ru";"fi"),=GOOGLETRANSLATE(B98;"ru";"it"),=GOOGLETRANSLATE(B98;"ru";"de"),=GOOGLETRANSLATE(B98;"ru";"fr")
exercises.items.35.tips.3,"Выполняйте для обеих рук",=GOOGLETRANSLATE(B99;"ru";"pl"),=GOOGLETRANSLATE(B99;"ru";"sv"),=GOOGLETRANSLATE(B99;"ru";"cs"),=GOOGLETRANSLATE(B99;"ru";"sk"),=GOOGLETRANSLATE(B99;"ru";"fi"),=GOOGLETRANSLATE(B99;"ru";"it"),=GOOGLETRANSLATE(B99;"ru";"de"),=GOOGLETRANSLATE(B99;"ru";"fr")

exercises.items.36.title,"Змейка между конусами",=GOOGLETRANSLATE(B101;"ru";"pl"),=GOOGLETRANSLATE(B101;"ru";"sv"),=GOOGLETRANSLATE(B101;"ru";"cs"),=GOOGLETRANSLATE(B101;"ru";"sk"),=GOOGLETRANSLATE(B101;"ru";"fi"),=GOOGLETRANSLATE(B101;"ru";"it"),=GOOGLETRANSLATE(B101;"ru";"de"),=GOOGLETRANSLATE(B101;"ru";"fr")
exercises.items.36.instructions.0,"Расставьте конусы змейкой на расстоянии 2-3 метра",=GOOGLETRANSLATE(B102;"ru";"pl"),=GOOGLETRANSLATE(B102;"ru";"sv"),=GOOGLETRANSLATE(B102;"ru";"cs"),=GOOGLETRANSLATE(B102;"ru";"sk"),=GOOGLETRANSLATE(B102;"ru";"fi"),=GOOGLETRANSLATE(B102;"ru";"it"),=GOOGLETRANSLATE(B102;"ru";"de"),=GOOGLETRANSLATE(B102;"ru";"fr")
exercises.items.36.instructions.1,"Начните бег, огибая каждый конус",=GOOGLETRANSLATE(B103;"ru";"pl"),=GOOGLETRANSLATE(B103;"ru";"sv"),=GOOGLETRANSLATE(B103;"ru";"cs"),=GOOGLETRANSLATE(B103;"ru";"sk"),=GOOGLETRANSLATE(B103;"ru";"fi"),=GOOGLETRANSLATE(B103;"ru";"it"),=GOOGLETRANSLATE(B103;"ru";"de"),=GOOGLETRANSLATE(B103;"ru";"fr")
exercises.items.36.instructions.2,"Держите низкий центр тяжести",=GOOGLETRANSLATE(B104;"ru";"pl"),=GOOGLETRANSLATE(B104;"ru";"sv"),=GOOGLETRANSLATE(B104;"ru";"cs"),=GOOGLETRANSLATE(B104;"ru";"sk"),=GOOGLETRANSLATE(B104;"ru";"fi"),=GOOGLETRANSLATE(B104;"ru";"it"),=GOOGLETRANSLATE(B104;"ru";"de"),=GOOGLETRANSLATE(B104;"ru";"fr")
exercises.items.36.instructions.3,"Работайте ногами быстро и часто",=GOOGLETRANSLATE(B105;"ru";"pl"),=GOOGLETRANSLATE(B105;"ru";"sv"),=GOOGLETRANSLATE(B105;"ru";"cs"),=GOOGLETRANSLATE(B105;"ru";"sk"),=GOOGLETRANSLATE(B105;"ru";"fi"),=GOOGLETRANSLATE(B105;"ru";"it"),=GOOGLETRANSLATE(B105;"ru";"de"),=GOOGLETRANSLATE(B105;"ru";"fr")
exercises.items.36.instructions.4,"Следите за правильной техникой поворотов",=GOOGLETRANSLATE(B106;"ru";"pl"),=GOOGLETRANSLATE(B106;"ru";"sv"),=GOOGLETRANSLATE(B106;"ru";"cs"),=GOOGLETRANSLATE(B106;"ru";"sk"),=GOOGLETRANSLATE(B106;"ru";"fi"),=GOOGLETRANSLATE(B106;"ru";"it"),=GOOGLETRANSLATE(B106;"ru";"de"),=GOOGLETRANSLATE(B106;"ru";"fr")
exercises.items.36.tips.0,"Начинайте с медленного темпа",=GOOGLETRANSLATE(B107;"ru";"pl"),=GOOGLETRANSLATE(B107;"ru";"sv"),=GOOGLETRANSLATE(B107;"ru";"cs"),=GOOGLETRANSLATE(B107;"ru";"sk"),=GOOGLETRANSLATE(B107;"ru";"fi"),=GOOGLETRANSLATE(B107;"ru";"it"),=GOOGLETRANSLATE(B107;"ru";"de"),=GOOGLETRANSLATE(B107;"ru";"fr")
exercises.items.36.tips.1,"Следите за техникой, а не за скоростью",=GOOGLETRANSLATE(B108;"ru";"pl"),=GOOGLETRANSLATE(B108;"ru";"sv"),=GOOGLETRANSLATE(B108;"ru";"cs"),=GOOGLETRANSLATE(B108;"ru";"sk"),=GOOGLETRANSLATE(B108;"ru";"fi"),=GOOGLETRANSLATE(B108;"ru";"it"),=GOOGLETRANSLATE(B108;"ru";"de"),=GOOGLETRANSLATE(B108;"ru";"fr")
exercises.items.36.tips.2,"Держите голову поднятой",=GOOGLETRANSLATE(B109;"ru";"pl"),=GOOGLETRANSLATE(B109;"ru";"sv"),=GOOGLETRANSLATE(B109;"ru";"cs"),=GOOGLETRANSLATE(B109;"ru";"sk"),=GOOGLETRANSLATE(B109;"ru";"fi"),=GOOGLETRANSLATE(B109;"ru";"it"),=GOOGLETRANSLATE(B109;"ru";"de"),=GOOGLETRANSLATE(B109;"ru";"fr")
exercises.items.36.tips.3,"Используйте короткие быстрые шаги",=GOOGLETRANSLATE(B110;"ru";"pl"),=GOOGLETRANSLATE(B110;"ru";"sv"),=GOOGLETRANSLATE(B110;"ru";"cs"),=GOOGLETRANSLATE(B110;"ru";"sk"),=GOOGLETRANSLATE(B110;"ru";"fi"),=GOOGLETRANSLATE(B110;"ru";"it"),=GOOGLETRANSLATE(B110;"ru";"de"),=GOOGLETRANSLATE(B110;"ru";"fr")

exercises.items.37.title,"Быстрые касания ногами",=GOOGLETRANSLATE(B112;"ru";"pl"),=GOOGLETRANSLATE(B112;"ru";"sv"),=GOOGLETRANSLATE(B112;"ru";"cs"),=GOOGLETRANSLATE(B112;"ru";"sk"),=GOOGLETRANSLATE(B112;"ru";"fi"),=GOOGLETRANSLATE(B112;"ru";"it"),=GOOGLETRANSLATE(B112;"ru";"de"),=GOOGLETRANSLATE(B112;"ru";"fr")
exercises.items.37.instructions.0,"Встаньте рядом с мячом",=GOOGLETRANSLATE(B113;"ru";"pl"),=GOOGLETRANSLATE(B113;"ru";"sv"),=GOOGLETRANSLATE(B113;"ru";"cs"),=GOOGLETRANSLATE(B113;"ru";"sk"),=GOOGLETRANSLATE(B113;"ru";"fi"),=GOOGLETRANSLATE(B113;"ru";"it"),=GOOGLETRANSLATE(B113;"ru";"de"),=GOOGLETRANSLATE(B113;"ru";"fr")
exercises.items.37.instructions.1,"Быстро касайтесь мяча ногой",=GOOGLETRANSLATE(B114;"ru";"pl"),=GOOGLETRANSLATE(B114;"ru";"sv"),=GOOGLETRANSLATE(B114;"ru";"cs"),=GOOGLETRANSLATE(B114;"ru";"sk"),=GOOGLETRANSLATE(B114;"ru";"fi"),=GOOGLETRANSLATE(B114;"ru";"it"),=GOOGLETRANSLATE(B114;"ru";"de"),=GOOGLETRANSLATE(B114;"ru";"fr")
exercises.items.37.instructions.2,"Меняйте ноги каждые 2-3 касания",=GOOGLETRANSLATE(B115;"ru";"pl"),=GOOGLETRANSLATE(B115;"ru";"sv"),=GOOGLETRANSLATE(B115;"ru";"cs"),=GOOGLETRANSLATE(B115;"ru";"sk"),=GOOGLETRANSLATE(B115;"ru";"fi"),=GOOGLETRANSLATE(B115;"ru";"it"),=GOOGLETRANSLATE(B115;"ru";"de"),=GOOGLETRANSLATE(B115;"ru";"fr")
exercises.items.37.instructions.3,"Поддерживайте постоянный ритм",=GOOGLETRANSLATE(B116;"ru";"pl"),=GOOGLETRANSLATE(B116;"ru";"sv"),=GOOGLETRANSLATE(B116;"ru";"cs"),=GOOGLETRANSLATE(B116;"ru";"sk"),=GOOGLETRANSLATE(B116;"ru";"fi"),=GOOGLETRANSLATE(B116;"ru";"it"),=GOOGLETRANSLATE(B116;"ru";"de"),=GOOGLETRANSLATE(B116;"ru";"fr")
exercises.items.37.instructions.4,"Выполните 30-60 секунд",=GOOGLETRANSLATE(B117;"ru";"pl"),=GOOGLETRANSLATE(B117;"ru";"sv"),=GOOGLETRANSLATE(B117;"ru";"cs"),=GOOGLETRANSLATE(B117;"ru";"sk"),=GOOGLETRANSLATE(B117;"ru";"fi"),=GOOGLETRANSLATE(B117;"ru";"it"),=GOOGLETRANSLATE(B117;"ru";"de"),=GOOGLETRANSLATE(B117;"ru";"fr")
exercises.items.37.tips.0,"Держите вес тела на опорной ноге",=GOOGLETRANSLATE(B118;"ru";"pl"),=GOOGLETRANSLATE(B118;"ru";"sv"),=GOOGLETRANSLATE(B118;"ru";"cs"),=GOOGLETRANSLATE(B118;"ru";"sk"),=GOOGLETRANSLATE(B118;"ru";"fi"),=GOOGLETRANSLATE(B118;"ru";"it"),=GOOGLETRANSLATE(B118;"ru";"de"),=GOOGLETRANSLATE(B118;"ru";"fr")
exercises.items.37.tips.1,"Работайте быстро, но контролируемо",=GOOGLETRANSLATE(B119;"ru";"pl"),=GOOGLETRANSLATE(B119;"ru";"sv"),=GOOGLETRANSLATE(B119;"ru";"cs"),=GOOGLETRANSLATE(B119;"ru";"sk"),=GOOGLETRANSLATE(B119;"ru";"fi"),=GOOGLETRANSLATE(B119;"ru";"it"),=GOOGLETRANSLATE(B119;"ru";"de"),=GOOGLETRANSLATE(B119;"ru";"fr")
exercises.items.37.tips.2,"Не теряйте равновесие",=GOOGLETRANSLATE(B120;"ru";"pl"),=GOOGLETRANSLATE(B120;"ru";"sv"),=GOOGLETRANSLATE(B120;"ru";"cs"),=GOOGLETRANSLATE(B120;"ru";"sk"),=GOOGLETRANSLATE(B120;"ru";"fi"),=GOOGLETRANSLATE(B120;"ru";"it"),=GOOGLETRANSLATE(B120;"ru";"de"),=GOOGLETRANSLATE(B120;"ru";"fr")
exercises.items.37.tips.3,"Следите за техникой касания",=GOOGLETRANSLATE(B121;"ru";"pl"),=GOOGLETRANSLATE(B121;"ru";"sv"),=GOOGLETRANSLATE(B121;"ru";"cs"),=GOOGLETRANSLATE(B121;"ru";"sk"),=GOOGLETRANSLATE(B121;"ru";"fi"),=GOOGLETRANSLATE(B121;"ru";"it"),=GOOGLETRANSLATE(B121;"ru";"de"),=GOOGLETRANSLATE(B121;"ru";"fr")

exercises.items.38.title,"Прыжки с поворотами",=GOOGLETRANSLATE(B123;"ru";"pl"),=GOOGLETRANSLATE(B123;"ru";"sv"),=GOOGLETRANSLATE(B123;"ru";"cs"),=GOOGLETRANSLATE(B123;"ru";"sk"),=GOOGLETRANSLATE(B123;"ru";"fi"),=GOOGLETRANSLATE(B123;"ru";"it"),=GOOGLETRANSLATE(B123;"ru";"de"),=GOOGLETRANSLATE(B123;"ru";"fr")
exercises.items.38.instructions.0,"Встаньте прямо, ноги на ширине плеч",=GOOGLETRANSLATE(B124;"ru";"pl"),=GOOGLETRANSLATE(B124;"ru";"sv"),=GOOGLETRANSLATE(B124;"ru";"cs"),=GOOGLETRANSLATE(B124;"ru";"sk"),=GOOGLETRANSLATE(B124;"ru";"fi"),=GOOGLETRANSLATE(B124;"ru";"it"),=GOOGLETRANSLATE(B124;"ru";"de"),=GOOGLETRANSLATE(B124;"ru";"fr")
exercises.items.38.instructions.1,"Сделайте прыжок вверх",=GOOGLETRANSLATE(B125;"ru";"pl"),=GOOGLETRANSLATE(B125;"ru";"sv"),=GOOGLETRANSLATE(B125;"ru";"cs"),=GOOGLETRANSLATE(B125;"ru";"sk"),=GOOGLETRANSLATE(B125;"ru";"fi"),=GOOGLETRANSLATE(B125;"ru";"it"),=GOOGLETRANSLATE(B125;"ru";"de"),=GOOGLETRANSLATE(B125;"ru";"fr")
exercises.items.38.instructions.2,"Во время прыжка повернитесь на 180 градусов",=GOOGLETRANSLATE(B126;"ru";"pl"),=GOOGLETRANSLATE(B126;"ru";"sv"),=GOOGLETRANSLATE(B126;"ru";"cs"),=GOOGLETRANSLATE(B126;"ru";"sk"),=GOOGLETRANSLATE(B126;"ru";"fi"),=GOOGLETRANSLATE(B126;"ru";"it"),=GOOGLETRANSLATE(B126;"ru";"de"),=GOOGLETRANSLATE(B126;"ru";"fr")
exercises.items.38.instructions.3,"Приземлитесь мягко на обе ноги",=GOOGLETRANSLATE(B127;"ru";"pl"),=GOOGLETRANSLATE(B127;"ru";"sv"),=GOOGLETRANSLATE(B127;"ru";"cs"),=GOOGLETRANSLATE(B127;"ru";"sk"),=GOOGLETRANSLATE(B127;"ru";"fi"),=GOOGLETRANSLATE(B127;"ru";"it"),=GOOGLETRANSLATE(B127;"ru";"de"),=GOOGLETRANSLATE(B127;"ru";"fr")
exercises.items.38.instructions.4,"Сразу повернитесь обратно и повторите",=GOOGLETRANSLATE(B128;"ru";"pl"),=GOOGLETRANSLATE(B128;"ru";"sv"),=GOOGLETRANSLATE(B128;"ru";"cs"),=GOOGLETRANSLATE(B128;"ru";"sk"),=GOOGLETRANSLATE(B128;"ru";"fi"),=GOOGLETRANSLATE(B128;"ru";"it"),=GOOGLETRANSLATE(B128;"ru";"de"),=GOOGLETRANSLATE(B128;"ru";"fr")
exercises.items.38.tips.0,"Приземляйтесь на полусогнутые ноги",=GOOGLETRANSLATE(B129;"ru";"pl"),=GOOGLETRANSLATE(B129;"ru";"sv"),=GOOGLETRANSLATE(B129;"ru";"cs"),=GOOGLETRANSLATE(B129;"ru";"sk"),=GOOGLETRANSLATE(B129;"ru";"fi"),=GOOGLETRANSLATE(B129;"ru";"it"),=GOOGLETRANSLATE(B129;"ru";"de"),=GOOGLETRANSLATE(B129;"ru";"fr")
exercises.items.38.tips.1,"Работайте руками для баланса",=GOOGLETRANSLATE(B130;"ru";"pl"),=GOOGLETRANSLATE(B130;"ru";"sv"),=GOOGLETRANSLATE(B130;"ru";"cs"),=GOOGLETRANSLATE(B130;"ru";"sk"),=GOOGLETRANSLATE(B130;"ru";"fi"),=GOOGLETRANSLATE(B130;"ru";"it"),=GOOGLETRANSLATE(B130;"ru";"de"),=GOOGLETRANSLATE(B130;"ru";"fr")
