KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.16.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.16.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.16.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.16.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.16.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.16.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.16.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.16.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.16.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.17.title,Скакалка с интервалами,,,,,,,,
exercises.items.17.description,Чередование быстрых прыжков (30 сек) и медленных (30 сек). 20 минут для развития кардио-выносливости.,,,,,,,,
exercises.items.17.benefits[0],Развивает кардио-выносливость,,,,,,,,
exercises.items.17.benefits[1],Улучшает координацию движений,,,,,,,,
exercises.items.17.benefits[2],Укрепляет мышцы ног,,,,,,,,
exercises.items.17.benefits[3],Сжигает много калорий,,,,,,,,
exercises.items.17.instructions[0],Возьмите скакалку подходящей длины,,,,,,,,
exercises.items.17.instructions[1],30 секунд быстрых прыжков на максимальной скорости,,,,,,,,
exercises.items.17.instructions[2],30 секунд медленных прыжков для восстановления,,,,,,,,
exercises.items.17.instructions[3],Повторите цикл 20 раз,,,,,,,,
exercises.items.17.instructions[4],Завершите 2-минутной заминкой,,,,,,,,
exercises.items.17.tips[0],Держите спину прямой,,,,,,,,
exercises.items.17.tips[1],"Работайте запястьями, а не руками",,,,,,,,
exercises.items.17.tips[2],Приземляйтесь на носки,,,,,,,,
exercises.items.17.tips[3],Начинайте с медленного темпа,,,,,,,,
exercises.items.17.equipment,Скакалка,,,,,,,,
exercises.items.17.calories,200-300 ккал за тренировку,,,,,,,,
exercises.items.18.title,Бег по лестнице,,,,,,,,
exercises.items.18.description,"Бег вверх по лестнице с максимальной скоростью, спуск шагом. 10-15 подъемов для развития выносливости ног.",,,,,,,,
exercises.items.18.benefits[0],Развивает выносливость ног,,,,,,,,
exercises.items.18.benefits[1],Укрепляет мышцы бедер и ягодиц,,,,,,,,
exercises.items.18.benefits[2],Улучшает кардио-выносливость,,,,,,,,
exercises.items.18.benefits[3],Повышает силу ног,,,,,,,,
exercises.items.18.instructions[0],Найдите лестницу с 20-30 ступенями,,,,,,,,
exercises.items.18.instructions[1],Бегите вверх с максимальной скоростью,,,,,,,,
exercises.items.18.instructions[2],Спускайтесь шагом для восстановления,,,,,,,,
exercises.items.18.instructions[3],Выполните 10-15 подъемов,,,,,,,,
exercises.items.18.instructions[4],Отдыхайте 1-2 минуты между подъемами,,,,,,,,
exercises.items.18.tips[0],Используйте всю стопу при подъеме,,,,,,,,
exercises.items.18.tips[1],Держите спину прямой,,,,,,,,
exercises.items.18.tips[2],Работайте руками активно,,,,,,,,
exercises.items.18.tips[3],Не превышайте свои возможности,,,,,,,,
exercises.items.18.equipment,Лестница,,,,,,,,
exercises.items.18.calories,250-350 ккал за тренировку,,,,,,,,
exercises.items.19.title,Планка с движениями,,,,,,,,
exercises.items.19.description,Удержание планки с поочередным подъемом рук и ног. 3 подхода по 45-60 секунд для укрепления кора.,,,,,,,,
exercises.items.19.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.19.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.19.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.19.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.19.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.19.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.19.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.19.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.19.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.19.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.19.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.19.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.20.title,Бег с высоким подниманием колен,,,,,,,,
exercises.items.20.description,Бег на месте с максимальным подниманием коленей к груди. 5 подходов по 2 минуты с отдыхом 1 минута.,,,,,,,,
exercises.items.20.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.20.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.20.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.20.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.20.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.20.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.20.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.20.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.20.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.20.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.20.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.20.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.21.title,Прыжки в длину с места,,,,,,,,
exercises.items.21.description,"Прыжки вперед с максимальной дальностью, приземление на обе ноги. 5 подходов по 8-10 прыжков.",,,,,,,,
exercises.items.21.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.21.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.21.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.21.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.21.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.21.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.21.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.21.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.21.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.21.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.21.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.21.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.22.title,Быстрые отжимания,,,,,,,,
exercises.items.22.description,"Отжимания с максимальной скоростью, касание грудью пола. 4 подхода по 15-20 повторений.",,,,,,,,
exercises.items.22.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.22.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.22.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.22.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.22.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.22.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.22.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.22.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.22.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.22.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.22.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.22.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.23.title,Прыжки через препятствия,,,,,,,,
exercises.items.23.description,Прыжки через конусы или барьеры высотой 30-40 см. 3 прохода по 10 препятствий.,,,,,,,,
exercises.items.23.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.23.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.23.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.23.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.23.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.23.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.23.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.23.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.23.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.23.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.23.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.23.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.24.title,Быстрые приседания,,,,,,,,
exercises.items.24.description,"Приседания с максимальной скоростью, бедра параллельно полу. 4 подхода по 20-25 повторений.",,,,,,,,
exercises.items.24.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.24.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.24.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.24.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.24.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.24.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.24.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.24.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.24.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.24.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.24.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.24.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.25.title,Броски набивного мяча,,,,,,,,
exercises.items.25.description,Броски тяжелого мяча (5-8 кг) от груди с максимальной силой. 3 подхода по 15 бросков.,,,,,,,,
exercises.items.25.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.25.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.25.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.25.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.25.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.25.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.25.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.25.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.25.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.25.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.25.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.25.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.26.title,Разминка голеностопа,,,,,,,,
exercises.items.26.description,"Круговые движения стопами, сгибание-разгибание пальцев ног. 2-3 минуты для каждой ноги.",,,,,,,,
exercises.items.26.benefits[0],Подготавливает мышцы к нагрузке,,,,,,,,
exercises.items.26.benefits[1],Улучшает кровообращение,,,,,,,,
exercises.items.26.benefits[2],Снижает риск травм,,,,,,,,
exercises.items.26.benefits[3],Повышает эффективность тренировки,,,,,,,,
exercises.items.26.instructions[0],Начните медленно и постепенно увеличивайте интенсивность,,,,,,,,
exercises.items.26.instructions[1],Выполняйте движения плавно и контролируемо,,,,,,,,
exercises.items.26.instructions[2],Следите за правильной техникой,,,,,,,,
exercises.items.26.instructions[3],Дышите равномерно во время выполнения,,,,,,,,
exercises.items.26.tips[0],Не торопитесь - качество важнее скорости,,,,,,,,
exercises.items.26.tips[1],При появлении боли остановитесь,,,,,,,,
exercises.items.26.tips[2],Выполняйте разминку перед каждой тренировкой,,,,,,,,
exercises.items.26.tips[3],Уделите достаточно времени каждому движению,,,,,,,,
exercises.items.27.title,Разминка шеи,,,,,,,,
exercises.items.27.description,"Плавные повороты головы, наклоны вперед-назад, круговые движения. 2-3 минуты.",,,,,,,,
exercises.items.27.benefits[0],Подготавливает мышцы к нагрузке,,,,,,,,
exercises.items.27.benefits[1],Улучшает кровообращение,,,,,,,,
exercises.items.27.benefits[2],Снижает риск травм,,,,,,,,
exercises.items.27.benefits[3],Повышает эффективность тренировки,,,,,,,,
exercises.items.27.instructions[0],Начните медленно и постепенно увеличивайте интенсивность,,,,,,,,
exercises.items.27.instructions[1],Выполняйте движения плавно и контролируемо,,,,,,,,
exercises.items.27.instructions[2],Следите за правильной техникой,,,,,,,,
exercises.items.27.instructions[3],Дышите равномерно во время выполнения,,,,,,,,
exercises.items.27.tips[0],Не торопитесь - качество важнее скорости,,,,,,,,
exercises.items.27.tips[1],При появлении боли остановитесь,,,,,,,,
exercises.items.27.tips[2],Выполняйте разминку перед каждой тренировкой,,,,,,,,
exercises.items.27.tips[3],Уделите достаточно времени каждому движению,,,,,,,,
exercises.items.28.title,Разминка запястий,,,,,,,,
exercises.items.28.description,"Круговые движения кистями, сгибание-разгибание пальцев. 2-3 минуты для каждой руки.",,,,,,,,
exercises.items.28.benefits[0],Подготавливает мышцы к нагрузке,,,,,,,,
exercises.items.28.benefits[1],Улучшает кровообращение,,,,,,,,
exercises.items.28.benefits[2],Снижает риск травм,,,,,,,,
exercises.items.28.benefits[3],Повышает эффективность тренировки,,,,,,,,
exercises.items.28.instructions[0],Начните медленно и постепенно увеличивайте интенсивность,,,,,,,,
exercises.items.28.instructions[1],Выполняйте движения плавно и контролируемо,,,,,,,,
exercises.items.28.instructions[2],Следите за правильной техникой,,,,,,,,
exercises.items.28.instructions[3],Дышите равномерно во время выполнения,,,,,,,,
exercises.items.28.tips[0],Не торопитесь - качество важнее скорости,,,,,,,,
exercises.items.28.tips[1],При появлении боли остановитесь,,,,,,,,
exercises.items.28.tips[2],Выполняйте разминку перед каждой тренировкой,,,,,,,,
exercises.items.28.tips[3],Уделите достаточно времени каждому движению,,,,,,,,
exercises.items.29.title,Разминка коленей,,,,,,,,
exercises.items.29.description,"Полуприседания, круговые движения коленями, легкие прыжки на месте. 3-4 минуты.",,,,,,,,
exercises.items.29.benefits[0],Подготавливает мышцы к нагрузке,,,,,,,,
exercises.items.29.benefits[1],Улучшает кровообращение,,,,,,,,
exercises.items.29.benefits[2],Снижает риск травм,,,,,,,,
exercises.items.29.benefits[3],Повышает эффективность тренировки,,,,,,,,
exercises.items.29.instructions[0],Начните медленно и постепенно увеличивайте интенсивность,,,,,,,,
exercises.items.29.instructions[1],Выполняйте движения плавно и контролируемо,,,,,,,,
exercises.items.29.instructions[2],Следите за правильной техникой,,,,,,,,
exercises.items.29.instructions[3],Дышите равномерно во время выполнения,,,,,,,,
exercises.items.29.tips[0],Не торопитесь - качество важнее скорости,,,,,,,,
exercises.items.29.tips[1],При появлении боли остановитесь,,,,,,,,
exercises.items.29.tips[2],Выполняйте разминку перед каждой тренировкой,,,,,,,,
exercises.items.29.tips[3],Уделите достаточно времени каждому движению,,,,,,,,
exercises.items.30.title,Разминка тазобедренных суставов,,,,,,,,
exercises.items.30.description,"Круговые движения бедрами, махи ногами в стороны, легкие выпады. 4-5 минут.",,,,,,,,
exercises.items.30.benefits[0],Подготавливает мышцы к нагрузке,,,,,,,,
exercises.items.30.benefits[1],Улучшает кровообращение,,,,,,,,
exercises.items.30.benefits[2],Снижает риск травм,,,,,,,,
exercises.items.30.benefits[3],Повышает эффективность тренировки,,,,,,,,
exercises.items.30.instructions[0],Начните медленно и постепенно увеличивайте интенсивность,,,,,,,,
exercises.items.30.instructions[1],Выполняйте движения плавно и контролируемо,,,,,,,,
exercises.items.30.instructions[2],Следите за правильной техникой,,,,,,,,
exercises.items.30.instructions[3],Дышите равномерно во время выполнения,,,,,,,,
exercises.items.30.tips[0],Не торопитесь - качество важнее скорости,,,,,,,,
exercises.items.30.tips[1],При появлении боли остановитесь,,,,,,,,
exercises.items.30.tips[2],Выполняйте разминку перед каждой тренировкой,,,,,,,,
exercises.items.30.tips[3],Уделите достаточно времени каждому движению,,,,,,,,
exercises.items.31.title,Растяжка паха,,,,,,,,
exercises.items.31.description,"Бабочка - сидя на полу, соединить стопы и наклониться вперед. Удержание 30-45 секунд.",,,,,,,,
exercises.items.31.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.31.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.31.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.31.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.31.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.31.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.31.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.31.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.31.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.31.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.31.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.31.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.32.title,Растяжка подколенных сухожилий,,,,,,,,
exercises.items.32.description,"Наклоны вперед к прямым ногам, удержание 30 секунд. 3 подхода по 15 секунд.",,,,,,,,
exercises.items.32.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.32.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.32.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.32.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.32.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.32.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.32.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.32.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.32.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.32.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.32.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.32.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.33.title,Растяжка икроножных мышц,,,,,,,,
exercises.items.33.description,"Выпады с упором на стену, растяжка задней поверхности голени. 20 секунд на каждую ногу.",,,,,,,,
exercises.items.33.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.33.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.33.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.33.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.33.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.33.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.33.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.33.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.33.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.33.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.33.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.33.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.34.title,Растяжка грудных мышц,,,,,,,,
exercises.items.34.description,"Растяжка у стены с отведением рук назад. Удержание 30 секунд, 3 подхода.",,,,,,,,
exercises.items.34.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.34.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.34.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.34.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.34.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.34.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.34.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.34.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.34.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.34.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.34.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.34.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.35.title,Растяжка трицепсов,,,,,,,,
exercises.items.35.description,"Заведение руки за голову, растяжка задней поверхности плеча. 20 секунд на каждую руку.",,,,,,,,
exercises.items.35.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.35.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.35.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.35.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.35.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.35.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.35.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.35.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.35.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.35.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.35.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.35.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.36.title,Змейка между конусами,,,,,,,,
exercises.items.36.description,"Бег змейкой между конусами, расставленными в линию. 5 проходов с максимальной скоростью.",,,,,,,,
exercises.items.36.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.36.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.36.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.36.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.36.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.36.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.36.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.36.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.36.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.36.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.36.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.36.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.37.title,Быстрые касания ногами,,,,,,,,
exercises.items.37.description,Быстрые касания конусов ногами в случайном порядке. 3 подхода по 45 секунд.,,,,,,,,
exercises.items.37.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.37.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.37.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.37.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.37.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.37.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.37.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.37.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.37.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.37.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.37.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.37.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.38.title,Прыжки с поворотами,,,,,,,,
exercises.items.38.description,Прыжки на месте с поворотами на 90-180 градусов. 3 подхода по 20 прыжков.,,,,,,,,
exercises.items.38.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.38.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.38.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.38.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.38.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.38.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.38.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.38.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.38.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.38.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.38.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.38.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.39.title,Быстрые передачи мяча,,,,,,,,
exercises.items.39.description,Передачи теннисного мяча между руками с максимальной скоростью. 3 подхода по 1 минуте.,,,,,,,,
exercises.items.39.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.39.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.39.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.39.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.39.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.39.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.39.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.39.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.39.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.39.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.39.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.39.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.40.title,Бег спиной вперед,,,,,,,,
exercises.items.40.description,Бег спиной вперед с быстрыми поворотами по сигналу. 5 подходов по 30 секунд.,,,,,,,,
exercises.items.40.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.40.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.40.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.40.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.40.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.40.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.40.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.40.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.40.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.40.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.40.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.40.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.41.title,Приседания с весом,,,,,,,,
exercises.items.41.description,"Приседания с гантелями или штангой, бедра параллельно полу. 4 подхода по 12-15 повторений.",,,,,,,,
exercises.items.41.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.41.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.41.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.41.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.41.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.41.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.41.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.41.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.41.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.41.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.41.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.41.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.42.title,Становая тяга,,,,,,,,
exercises.items.42.description,Подъем штанги с пола до уровня бедер с прямой спиной. 3 подхода по 8-10 повторений.,,,,,,,,
